order_id,customer_name,amount,order_date,status,product
ORD_1057,Gaurav Malhotra,1261.14,2026-08-24 00:45:00,completed,Power Bank
ORD_1058,Deepika Rao,1342.27,2026-08-24 01:26:00,completed,Power Bank
ORD_1059,Suresh Pillai,1582.99,2026-08-25 01:52:00,completed,Sunglasses
ORD_1060,Sanjay Verma,3486.72,2026-08-24 23:44:00,completed,Webcam
ORD_1061,Vikram Singh,1345.48,2026-08-25 03:55:00,completed,Power Bank
ORD_1062,Rajesh Menon,232.86,2026-08-25 05:41:00,completed,Notebook Set
ORD_1063,Gaurav Malhotra,1455.84,2026-08-25 02:14:00,completed,Standing Desk Mat
ORD_1064,Pooja Desai,184.85,2026-08-24 21:15:00,completed,USB Cable
ORD_1065,Gaurav Malhotra,272.22,2026-08-25 01:29:00,completed,Phone Case
ORD_1066,Nikhil Agarwal,1618.03,2026-08-25 02:12:00,completed,Sunglasses
ORD_1067,Shreya Bhat,199.81,2026-08-24 18:58:00,completed,Notebook Set
ORD_1068,Gaurav Malhotra,311.82,2026-08-24 18:19:00,completed,Phone Case
ORD_1069,Arjun Mehta,2499.18,2026-08-24 22:16:00,completed,Keyboard
ORD_1070,Karthik Sundaram,3485.58,2026-08-24 17:16:00,completed,Webcam
ORD_1071,Anjali Saxena,510.95,2026-08-25 03:58:00,completed,Blue T-Shirt
ORD_1072,Kavita Nair,1260.61,2026-08-24 21:24:00,completed,Power Bank
ORD_1073,Arjun Mehta,1489.81,2026-08-25 18:44:00,completed,Standing Desk Mat
ORD_1074,Sneha Gupta,426.59,2026-08-26 07:05:00,completed,Coffee Mug
ORD_1075,Kavita Nair,407.64,2026-08-26 03:49:00,completed,Water Bottle
ORD_1076,Kavita Nair,250.49,2026-08-26 03:01:00,completed,Phone Case
ORD_1077,Nandini Choudhury,2471.15,2026-08-25 18:46:00,completed,Keyboard
ORD_1078,Sanjay Verma,1538.93,2026-08-25 21:04:00,completed,Wireless Earbuds
ORD_1079,Gaurav Malhotra,934.28,2026-08-25 23:27:00,completed,Laptop Stand
ORD_1080,Amit Kumar,1255.71,2026-08-25 19:27:00,completed,Power Bank
ORD_1081,Nandini Choudhury,3045.84,2026-08-26 02:22:00,completed,Running Shoes
ORD_1082,Anjali Saxena,1229.72,2026-08-25 17:38:00,completed,Desk Lamp
ORD_1083,Rahul Sharma,323.1,2026-08-25 19:47:00,completed,Phone Case
ORD_1084,Nandini Choudhury,264.74,2026-08-25 18:43:00,completed,Phone Case
ORD_1085,Shreya Bhat,1897.66,2026-08-26 02:02:00,completed,Monitor Light
ORD_1086,Ananya Reddy,1323.7,2026-08-25 21:24:00,completed,Power Bank
ORD_1087,Manish Tiwari,356.58,2026-08-27 05:45:00,completed,Mouse Pad
ORD_1088,Manish Tiwari,873.33,2026-08-27 05:33:00,completed,Laptop Stand
ORD_1089,Gaurav Malhotra,1021.74,2026-08-26 21:15:00,completed,Yoga Mat
ORD_1090,Manish Tiwari,1893.89,2026-08-27 03:55:00,completed,Monitor Light
ORD_1091,Deepika Rao,2954.69,2026-08-26 19:41:00,completed,Running Shoes
ORD_1092,Suresh Pillai,359.5,2026-08-26 21:03:00,completed,Mouse Pad
ORD_1093,Ananya Reddy,2501.27,2026-08-27 04:23:00,completed,Keyboard
ORD_1094,Shreya Bhat,174.2,2026-08-26 21:21:00,completed,USB Cable
ORD_1095,Sanjay Verma,3486.67,2026-08-26 21:42:00,completed,Webcam
ORD_1096,Aakash Jain,3015.19,2026-08-26 21:38:00,completed,Running Shoes
ORD_1097,Aakash Jain,710.06,2026-08-27 07:14:00,completed,Watch Strap
ORD_1098,Pooja Desai,449.29,2026-08-26 22:52:00,completed,Coffee Mug
ORD_1099,Ananya Reddy,157.39,2026-08-27 01:28:00,completed,USB Cable
ORD_1100,Amit Kumar,972.58,2026-08-27 04:14:00,completed,Yoga Mat
